Araç Markası,Araç Yorumları
dacia-yorumlari,"
VAZGEÇ O SEVDADAN GIT 2.EL ÜÇ DÖRT YILLIK ALMAN MARKALARINA BAK YAZIK ETME PARAYA
"
dacia-yorumlari,"
GOGLE'DAN ÖTV ROBOTU YAZ ARAÇ FİYATINI YAZ ÖTV'Yİ OTOMATIK DÜŞÜYOR NET FİYAT ORTADA
"
dacia-yorumlari,"
YÜZDE 90 RAPORUN VARSA ÖTV SİZ ALABİLİRSİN YALNIZ AİLE MAHKEMESİNDEN VASİ KARARI ÇIKARTMAK LAZIM 3 AY BEKLERSİN KOLAY GELSİN...
"
dacia-yorumlari,"
Tamamla katlı yorum Alman veya japon var ken ucmus bunlar
"
dacia-yorumlari,"
Cook pahalı altı üstü fransız
"
dacia-yorumlari,"
Ayıp bee 105 bin siz iyimisiniz o parayla na arabalar alınır bune abartılı bir fiyat yuh diyorum
"
dacia-yorumlari,"
Bence dacia araçlar tofaşların yerine kalacagına inaniyorum parça bol ve tamiri kolay
"
dacia-yorumlari,"
Engelli üzerine alabilirmiyiz
"
dacia-yorumlari,"
orta sekmenteki fiyatı engeli rapuruna kaçparaya düşüyor bilgisi olan varmı arkadaşlar
"
dacia-yorumlari,"
2014 dizel 90 bg 32 binde,takasa verdim48.500 gayet memnundum,az yakar,çok kaçar,güvenliği tartışılır...
"
dacia-yorumlari,"
Kapı kolundaki çıkıntı araç kullanırken dizinizi ağrıtıyor. Yen'i mekanlarda kapı çekme kolu gömme yapılmış doğrusu budur.Renault mühendislerince araç kullanalar rahatsız olsun diye özel çalışmamı yapıyorlar.İnşallah yeni Sandero modellerinde kapı kolları düzeltilir
"
dacia-yorumlari,"
Arkadaşlar Dacia dokker almayi düşünüyorum ama bazı olumsuz yorumlara rastladım freni sıkıntılı diyorlar ve 1. 2. Vites te araç titriyor diyorlar kullanan arkadaşlar bilgi verirseniz sevinirim
"
dacia-yorumlari,"
fiyatı nı çok abartmışlar
"
dacia-yorumlari,"
hız ekonomi performans genişlik pişman olmazsınız ben çok memnunum 3 yıldız olayına takılmayın 5 yıldız olunca ölümsüz değilsiniz standartlara uygun donanım esp antıpatınaj vs vss
"
dacia-yorumlari,"
BU ARAÇLARIN DİZEL VE OTOMATİK VİTESİ VARMI....
"
dacia-yorumlari,"
Kardeşim fiyatına göre normal ne normali gürcüstanda 2016 audi a4 35bin tl bizim burda götüboklu fiyat 70binden baslıyo gözünüzde büyütmeyin çok büyük kazık atıyorlar bize normal geliyo kolay para kazananlar deyiliz......
"
dacia-yorumlari,"
Yeni aldim kullanip görcez bklm??
"
dacia-yorumlari,"
2017 temmuz da aldım çok güzel memnunum kesinlikle tavsiye ederim dacia dokker stepway
"
dacia-yorumlari,"
Bende 2013 dokker embiya var çok memnunum yakıt cimrisi aile arabası benim için yakıt önemli çünkü gariban kesımız</br>
"
dacia-yorumlari,"
iyiçe abarttınız iç tasarımı aynı eski toroslara benziyor bu ne kardeşim 80 90 milyar şişirdikçe şişiriyorsunuz fiyatları
"
dacia-yorumlari,"
Süspansiyon yok karoser zayıf deniyor
"
dacia-yorumlari,"
Benim görüşüme göre dacıa almanızı tavsiye etmem çok da konforlu bir araba değil fiyatları düşük tuttuğu için piyasa da tutulmuş bir araçtır.
"
dacia-yorumlari,"
Az yaksın çok kaçsın üstüne birde jeep görüntüsü versin diyosan ideal bir araçtır. Motoru dci başarılı. (y) serilik olarak pişman etmez Yakıt olarak çok ekonomiktir.
"
dacia-yorumlari,"
yakıt tüketimi olarak 1.5 dci asla üzmez çok kullanılan bir motor donanım bakımından kişiden kişiye değişir.
"
dacia-yorumlari,"
Bu fiyatlarda jeep tarzında başka bir araç yok tavsiye edilebilir.
"
dacia-yorumlari,"
Motoru başarılı donanım olarak biraz zayıf ama normal karşılıyorum fiyatına göre yeterli
"
dacia-yorumlari,"
Sınıfına göre gayet güzel bir araç bence almaya değer.
"
dacia-yorumlari,"
Yol tutuşu performansı gayet iyi
"
dacia-yorumlari,"
 Yol tutuşu performansı gayet iyi
"
dacia-yorumlari,"
Son zamanlardaki fiyat artışalarından dolayı düşük bütçelileri için tavsiye edilebilir.
"
dacia-yorumlari,"
Uçuk kaçık 2. el tofaş vs alıncaya kadar sıfır dacıa alırım sıfır araba sahibi olurum.
"
dacia-yorumlari,"
mükemmel
"
dacia-yorumlari,"
hem asfalt hem karayol aracı
"
dacia-yorumlari,"
benim en çok dikkatimi çeken yormaması ve uyku getirmemesi
"
dacia-yorumlari,"
90 üzeri engelliye fiyat nedir
"
dacia-yorumlari,"
Ama çok pahalı
"
dacia-yorumlari,"
FİYATI ÇOK ABARTILI
"
dacia-yorumlari,"
Arabanın tasarımı iyi ancak fiyatlar çok pahalı duster hepten ucmus
"
dacia-yorumlari,"
4*4 fiyadı ne olur
"
dacia-yorumlari,"
Konfor yok ancak yakıt ve bagaj genişliği uygun.alt yüksekliği her yere girme imkanı sunuyor.ben memnunum.
"
dacia-yorumlari,"
arkadaşlar dacianın kendine güveni yokki size olsun ben 2016 sını aldım bana yenisi çıkacak denmedi sorduğum halde bayi ise cihan otomotiv ankaradaki 15 ğün sonra yenisi çıktı şikayetim var ayazdım umursamadılar bunlar yalancı müşteriyi satana kadar ilği var sonra ilği yok sattık ğitti diyorlar tavsiyen iyi düşünün
"
dacia-yorumlari,"
ÇOK LÜK ARAÇLAR BİNDİM ÇOK ŞÜKÜR ALMA MKANIM DA VAR AMA SANDER STEPWAY İ SEVİYORUM SIFIR YİNE ALDIM 3 GÜN ÖNCE PARASINA GÖRE MÜKEMMEL BİR ARAÇ.
"
dacia-yorumlari,"
Benim 2010 model vardı Sandero 2017 de 151000 km de sattım debriyaj takımı bile değişmedi 2017 Stepway aldım şu Ana kadar sorun yaşamadım çok memnunum spor olarak kullanmamak lazım kitabında da belirtildiği gibi
"
dacia-yorumlari,"
düşük yakıt tüketimi konfor olarak çok rahat şık tasarım ve geniş bagaj hacmiyle ideal bir geniş aile arabası bence beğendim çok hoş bir araç alabilirim.
"
dacia-yorumlari,"
kesinlikle geniş ailelere önereceğim bir araç çok rahat konforlu şık tasarımıyla geniş ailelerin ilk tercihi olabilecek bir araç bence fiyat olarakta ideal olduğunu düşünüyorum güzel hoş bir araç tavsiye ediyorum.
"
dacia-yorumlari,"
88000 telden 58000 tl
"
dacia-yorumlari,"
Bundan daha geniş i minibüs
"
dacia-yorumlari,"
1.5dci 110 BG 4x4 100/99 engelli üzerine fiatı ne olur
"
dacia-yorumlari,"
24.11.2017 de aldım beklentilerimin çok üzerinde bir araç çok memnunum olumsuz yorum yazanlar eski modellerini anlatıyorlar yeni stepway i kullansalar inanın fikrini değiştirirler
"
dacia-yorumlari,"
24.11.2017 de aldım beklentilerimin çok üzerinde bir araç çok memnunum olumsuz yorum yazanlar eski modellerini anlatıyorlar yeni stepway i kullansalar inanın fikrini değiştirirler
 "
dacia-yorumlari,"
Çok pahalı kalitesine göre daha hesaplı olmalı
"
dacia-yorumlari,"
ikibin on iki aldim dort yil sorun yasadim onbes aldim ertesi gunu sorun oldu bir aysonra cekiciyle servise gittik maisi aradim bana ikisene sonra donduler gorunuste guzel arabasorunlari bitmiyor
"
dacia-yorumlari,"
çok cazip bi araba yakıtı da çok iyi
"
dacia-yorumlari,"
konforu performansı güzel
"
dacia-yorumlari,"
Araba çok ucuz çok cazip ama dayanıksız
"
dacia-yorumlari,"
Duster benzinlisi nasıl
"
dacia-yorumlari,"
Nedir bu mütemadiyyen fiat yükseltiyorsunuz.testte bile 3 puanla kaldınız.61-64 yaptınız.93 ü 97 yaptınız yapınız bakalım nereye kadar.
"
dacia-yorumlari,"
Araç 50.500 lau1.5 90 lığını almıştım . Problem yok gayet iyi .lakin aldığım zaman fiyatlar uygundu ,şimdi ucuyorrrrr.ALINMAZ 100BİN :((
"
dacia-yorumlari,"
damacana su dağıtımı yapıyorum benim sektörde kullanan arkadaşlardan yorum alabilirmiyim teşekkür ederim.
"
dacia-yorumlari,"
Ben aldım pişman oldun kardeşim vites çok aşağıda toros votesi gibi araç 120 km ğız yapınca titreme başlıyor bakalım neyapacaz
"
dacia-yorumlari,"
ben alali 6 ay oldu dokker van memnun kaldim 10 gün önce sandero 10 sce aldim bence yerden yüksekligi bol servis ucuz yedek parça bence iyi düşünün türkiye yollarina hitap edebileç araç ford focus ayna 700 sandero ayna 70 akilli olalim
"
dacia-yorumlari,"
bu araç gayet türkiye yollarina hitap eder yerden yüksekligi avantaj ve bol servis ve yedek parçasini unutmayin birde ucuz olmasi ford focus ayna700 sandero ayna70 karar sizin bende dacia sandero 10 sce var ayakta alkişlanaçak bir araba
"
dacia-yorumlari,"
ben alali 10 gün oldu şehir içi süper şehir dişi 5 vites yetmiyor şanziman agir devir 6ieri istiyor
"
dacia-yorumlari,"
Her zaman için bu parayı böyle bir araba var sende al gör
"
dacia-yorumlari,"
Ben de almayı düşünüyordum ama yorumlar beni etkiledi
"
dacia-yorumlari,"
Parasina gore cok iyi araba
"
dacia-yorumlari,"
Manıyelini aldım çok memnumum.</br>
"
dacia-yorumlari,"
Alalı on beş gün oldu.Bence mükemmel. Çok memnunum. Tavsiye ederim.
"
dacia-yorumlari,"
Ben manuel aldım.Hiç bir sorun yok.Çok memnunum.</br>
"
dacia-yorumlari,"
Neden kullanamıyorsun .Ben gayet memnun kullanıyorum.
"
dacia-yorumlari,"
Paran yok ne halt etmeye araba inceliyorsun
"
dacia-yorumlari,"
Ful otomotik olanı varmı varsa fiyatı nekadar
"
dacia-yorumlari,"
taksiciler için ideal bir araba alınabilir
"
dacia-yorumlari,"
Fiyatına göre aslında uygun bir araç. Görüntü kalitesi de iyi. 2018 kasasını merakla bekliyorum.
"
dacia-yorumlari,"
daha albenisi olan sürüşleri daha keyifli bir araç haline getirilebilidi.Örneğin göğüs kol dayama gibi
"
dacia-yorumlari,"
Ne bu yaa
"
dacia-yorumlari,"
dacıa çetin aktepe 111000
"
dacia-yorumlari,"
PARASINI FAZLASI ILE HAKEDIYOR
"
dacia-yorumlari,"
siz hangi araçtan bahsediyorsunuz.kaç la gidersen git ses fazlasıyla var asfaltın üstünde gidiyorsun gibi birde arka da oturana rüzgar esiyor haberin varmı..2012 modelini 7 yıldır kullanıyorum...</br>
"
dacia-yorumlari,"
.çok güzel araba ama param yok
"
dacia-yorumlari,"
easy tronik şanzuman var tam otomatik değil bu sebeple manuel 90 pc stepway aldım çok memnunum
"
dacia-yorumlari,"
Biraz arastirma sonucu bir titreme sorunundan bahsediliyor genel olarak otomatigi tam deyilmiş bilgisi olan lütfen cevap versin
"
dacia-yorumlari,"
Fiyat nejadar
"
dacia-yorumlari,"
Otomatik mi
"
dacia-yorumlari,"
Otomatik dizel fiyat bilgisi olan varmıdır
"
dacia-yorumlari,"
Ne kadara aldinz
"
dacia-yorumlari,"
muyenesi her yıl mı
"
dacia-yorumlari,"
aile arabası için ideal bi araba
"
dacia-yorumlari,"
tasarımı çok kötü
"
dacia-yorumlari,"
sade kalmış
"
dacia-yorumlari,"
içi geniş olabilir ama performansı kötü
"
dacia-yorumlari,"
arabnın tasarımı hç olmamış
"
dacia-yorumlari,"
fiyatı gayet uygun ama daha dayanıklı olabilirdi.Özellikle kaporta kısmı
"
dacia-yorumlari,"
Şehir İçi Yakıt Tüketimi 4,4 lt gerçekten bu hantal görüntüye göre gayet iyi.
"
dacia-yorumlari,"
Yine de en az pahalanan araç
"
dacia-yorumlari,"
kaportayı bira daha güçlü yapsalar iyi olur.
"
dacia-yorumlari,"
Bu fiyatla alınabilecek en iyi araba. Fiyatı uygun yakıtı düşük uzun yolda yol tutuşu mükemmel biraraba. Gerçekten severek binilecek bir otomobil. Jeep niyetine kullanılabilen ve arazi araçlarını hiç aratmayan bir araç
"
dacia-yorumlari,"
ben yeni adım fikrime göre süper bir araç
"
dacia-yorumlari,"
gayet iyi ve uygun bir araç hızlanması da güzel aracın hızlanmasında problem yok ve yakıtı da oldukça iyi.
"
dacia-yorumlari,"
Fiyat,hacim ve ekonomik olarak en iyi araçlardan biri bu.
"
dacia-yorumlari,"
çok geniş rahat ve kullanışlı bir araç tavsiye ediyorum
"
dacia-yorumlari,"
Dış görünümü ve performansı güzel olan bu otomobilin, içine özellikle ön konsoluna biraz özen gösterilmesi gerekiyordu
"
dacia-yorumlari,"
Kalkışta yokuşta hiçbir ticari bu aracı geçemez frenleri çok güçlü yakıtı konusunda da çok ekonomik
"
dacia-yorumlari,"
son derece mükemmel tavsiye ederim
"
dacia-yorumlari,"
tamam araç fiyatına göre sayılır ama bu aracın yerine sağlam bir ikinci el araç alınabilir.
"
dacia-yorumlari,"
benzinli si 5,6 dizel olanı 4,5 yakıyor. dizel olanın biraz daha az yakması gerekirdi. biraz fazla yakıyor gibi görünüyor.
"
dacia-yorumlari,"
üç kuruşa beş köfte olacak değil arkadaşlar fiyatına göre güzel bir araba
"
dacia-yorumlari,"
içeri ses alıyor yorumlardan anladığım kadarı ile onun dışında bir problemi var acaba dış tasarımı güzel görünüyor
"
dacia-yorumlari,"
Fiyatına kıyasla ikinci el bir araç yerine sıfır olarak tercih edilebilir bir araba.
"
dacia-yorumlari,"
Var zaten bildiğim kadariyla
"
dacia-yorumlari,"
kampanyalar ne zamana kadar devam edecek bilgi ala bilir miyim
"
dacia-yorumlari,"
otomatinezaman cıkıcak
"
dacia-yorumlari,"
bir senedir kulanıyorum 110luk sehir ici 9 lt sehir dışı 6 litre
"
dacia-yorumlari,"
Renault clio ile genel olarak yapısı aynı fark sadece kasada..Motor 1.5 dci yeterli gücü sağlıyor,tek depoyla 1000 km gidebiliyor klima açık .Aracı 7 ayda aldım şu ana kadar bir sıkıntısını görmedim eksik yönleri yok değil fakat opsiyon olarak boş bir araçta değil.
"
dacia-yorumlari,"
Yeni 1.5 dci dizel motorlu san dero aldım.Super memnunum.235 tl ile depoyu doldurdum.510 km de yarım depo yaktı.Her turlu konforu var.
"
dacia-yorumlari,"
Ben memnunum fakat iki sene de çok pahalandı
"
dacia-yorumlari,"
ben kullanmadım ati arkadaşım kullanmış performansı orta imiş
"
dacia-yorumlari,"
Bence araç bir numara fiyatıyla yakıt ıyla 4×4 super ötesi tasarımcısı na helal olsun
"
dacia-yorumlari,"
Motor küçük gelebilr ama yaptığı iş gerçekten iyi
"
dacia-yorumlari,"
Ötv indirimiyle baya ucuza geliyor herkese tavsiye ederim
"
dacia-yorumlari,"
otomatik vites seçeneği ne zaman gelir ki
"
dacia-yorumlari,"
Yakıt tüketimi süper
"
dacia-yorumlari,"
Güzel bir araba test sürüşü yapmayı düşünüyorum
"
dacia-yorumlari,"
konforlu bir araba aile arabası zaten 75 beygir yeter artar bile
"
dacia-yorumlari,"
Bu fiyatlara daha dolu iyi olmalıydı
"
dacia-yorumlari,"
Vites geçişleri güzel performansı yokuşlarda felan iyi
"
dacia-yorumlari,"
110 luk seri güzel
"
dacia-yorumlari,"
Dacianın bu seneki en iyi arabası
"
dacia-yorumlari,"
Fazla hız yapmadan kullanılabilir
"
dacia-yorumlari,"
Kasayı değiştirsinler artık
"
dacia-yorumlari,"
Böyle bir araç için 75 beygir yeter motor güçleri gayet iyi
"
dacia-yorumlari,"
Motor güçleri az değil 75 bg yeter böyle araçlara
"
dacia-yorumlari,"
Tam bir aile aracı
"
dacia-yorumlari,"
Fiyatı iyiymiş
"
dacia-yorumlari,"
neden 75 beygir yapıyorlar anlamadım
"
dacia-yorumlari,"
gerçekten konforlu güzel bir araba
"
dacia-yorumlari,"
75 beygir olması dışında bi kusuru yok
"
dacia-yorumlari,"
Tasarımıda fiyatıda çok iyi almayı düşünüyorum kısa zamanda
"
dacia-yorumlari,"
Yakıtı biraz fazla
"
dacia-yorumlari,"
Boyut olarak küçük bir araba
"
dacia-yorumlari,"
Bu yakıtla bu donanımla bide bu fiyata binilecek tek araç
"
dacia-yorumlari,"
İçeri çok ses alıyor gibi ama konforlu bir araç
"
dacia-yorumlari,"
Ticari olarak kullanılabilir yakıtıda az
"
dacia-yorumlari,"
Vites otomatik olsa biz engelliler için süper olur geniş bir araç
"
dacia-yorumlari,"
Doblodan farkı yok ve ucuz dobloya göre
"
dacia-yorumlari,"
Parçası bakımı ucuz kendini kanıtlamış bir motoru var
"
dacia-yorumlari,"
Uzun yolda kafa ağrıtıyor ses var
"
dacia-yorumlari,"
130 la giderken bile ses almıyor içeri
"
dacia-yorumlari,"
Torku 156 suv araç
"
dacia-yorumlari,"
bu fiyata iyi bir araba torkunu ve cinsini öğrenemedim ruhsatında yazmalı
"
dacia-yorumlari,"
Bu arabaya verilen bu paraya yazık
"
dacia-yorumlari,"
Direksiyon çok ağır bayanlar için zor bir araç
"
dacia-yorumlari,"
ekonomik bir araç performans olarak iyi olduğu söylenemez
"
dacia-yorumlari,"
piyasadaki en yavaş araçlardan biri
"
dacia-yorumlari,"
Çok şekilsiz gerçektende
"
dacia-yorumlari,"
75 beygir az bence
"
dacia-yorumlari,"
Yıllık vergisi 1035 tl kamyonet olarak geçiyor sanırım
"
dacia-yorumlari,"
Şahsi olarak almam arazide çok iyi şirketler için öneririm
"
dacia-yorumlari,"
Motorda turbo kırsal yerlerde güzel kullanılır
"
dacia-yorumlari,"
Renault alt yapısıyla yapılıyor ve gayet güzel bir araç.
"
dacia-yorumlari,"
Yakıt tüketimi az torku güçlü bir araba
"
dacia-yorumlari,"
Torku güçlü bir arabama benim tipi pek hoşuma gitmedi
"
dacia-yorumlari,"
Çok sade kalmış bir ticari araç
"
dacia-yorumlari,"
Sade ve şık bir tasarımlı bir araba arabanın kasası iyi oturmuş ve rengi falan güzel olmuş
"
dacia-yorumlari,"
Ucuz ve çok yakmayan bir araba ama çok güvenilir bir araç değil
"
dacia-yorumlari,"
Güzel bir suv modeli
"
dacia-yorumlari,"
Daciayı alırsın ucuza ama sonra ne olur bilemezsin
"
dacia-yorumlari,"
Normal bir van görünüşlü bir araba
"
dacia-yorumlari,"
Üstü tuhaf duruyor pek hoşuma gitmedi o yüzden
"
dacia-yorumlari,"
Dacianın en güzel bir aracı diye bilirim torku yüksek performansı güçlü hoş araba
"
dacia-yorumlari,"
Çok uzun ve tipi hiç hoş bir araba değil
"
dacia-yorumlari,"
performansı orta derece bir araba zaten çok güzel de bir araba değil
"
dacia-yorumlari,"
Sade tasarımlı çokta güzel bir araç değil
"
dacia-yorumlari,"
Çok sade kalmış yani biraz hareketlilik lazım bu arabaya
"
dacia-yorumlari,"
Çok şekilsiz bir araba olmuş bence hoşuma gitmedi
"
dacia-yorumlari,"
Gök mavisinden başka bir rengi alınmaz bence en çok yakışan o çünkü
"
dacia-yorumlari,"
Çok alanın olacağını zannetmiyorum çünkü donanım paketi bir tane var çok satılmış olsaydı donanım paketleri de fazla olmuş olurdu
"
dacia-yorumlari,"
Sade geniş fena değil araba
"
dacia-yorumlari,"
Ucuz da ona göre de malı var arabanın
"
dacia-yorumlari,"
Ucuz ve güzel bir araba ticari arabaya göre hemde büssürü araba alına bilinir
"
dacia-yorumlari,"
Çok pahalı bana göre ucuz olsa düşünüle biline bilinir
"
dacia-yorumlari,"
Bence aralarında en güzel gözüken yakışıklı bu öbürlerinin kasasından mıdır nedir hiç yakışmamış
"
dacia-yorumlari,"
Çok uzun bir araç olmuş bence bu kadarı çok fazla
"
dacia-yorumlari,"
Suv ailesinin güzel araçların dan bir tanesi
"
dacia-yorumlari,"
Torku düşük motoru düşük çok fazla bir güzel bir tasarıda olduğu da yok
"
dacia-yorumlari,"
Performansı yerinde bir araba sade ve bir çok işte kullanıla bilinecek bir araba
"
dacia-yorumlari,"
Güç konusunda sıkıntısı yok ama sade bir araç önce benim gözüme hitap etmesi gerekiyor
"
dacia-yorumlari,"
Dış tasarımı oldukça iyi ama iç tasarımı sade kalmış torku güçlü bir araba dacia nın en güzel arabası diye bilirim
"
dacia-yorumlari,"
Aşırı sade bir araba biraz daha göze hitap edecek şekilde yapsalarmış iyiymiş
"
dacia-yorumlari,"
Araba büyük ve bana göre torku yeterli gelmeye bilir o yüzden dolayı pek hoşuma gitmedi konfor bakımından da fazla iyi bir araç değil
"
dacia-yorumlari,"
Araba gayet iyi yakıt tüketimi de güzel konfor bakımından biraz sıkıntısı var
"
dacia-yorumlari,"
araç fena değil iç döşeme çok kötü arka görüş geri gidiş otomobile göre çok zor keşke sensör takılsa park yapacağımızda ne kadar mesafe var bilirdik. birde yol bilgisayarında anlık tüketim göstergesi 6.8 takılı kaldı. motor lambasıda yanık ama bir sorun göremiyorum yarın servis arayacağım
"
dacia-yorumlari,"
Tipsiz bir araç ama çok işe yararı olur bu arabanın
"
dacia-yorumlari,"
Bu tarz dacialar torku güçlü olduğu için iyi hız yapıyorlar
"
dacia-yorumlari,"
En çok yakışan rengi gök mavisi
"
dacia-yorumlari,"
Çok uzun araç hani tipi olsa fazla üzülmem de tipide bozuk hoşuma gitmedi o yüzden
"
dacia-yorumlari,"
Güç bakımından fena değil iyi konforu pek yok
"
dacia-yorumlari,"
Ucuz bakımından çok iyi araba ucuz ama güvencesine pek bişey diyemem
"
dacia-yorumlari,"
tam benlik geniş araç
"
dacia-yorumlari,"
Ucuz ve baya iş görecek bir araba ucuz da yakıyor
"
dacia-yorumlari,"
Çok sade kalmış bir araba bence ve bu yüzden fazla hoş durmuyor
"
dacia-yorumlari,"
Bu aracın torku yüksek olduğu için o yüzden bu kadar seri ve hızlı ve baya hoş bir araba
"
dacia-yorumlari,"
Eskilerin cenaze aracı gibi mübarek tabutu koy arkaya sığar yani
"
dacia-yorumlari,"
Bu tarz araba alacaksak ben dacia almam şahsen daha sağlam bir araba alırım
"
dacia-yorumlari,"
Son yıllarda nasıl bilmem ama ilk çıktı zamanlar dacia yı kullandım ve araba gitmiyordu ama şimdiki yeni modelleri nasıl bilemem
"
dacia-yorumlari,"
Boyu uzun araç ama fazla geniş değil bana göre
"
dacia-yorumlari,"
Bence dacianın en güzel yakışıklı ve tasarımı güzel olan bir arabası bana göre
"
dacia-yorumlari,"
Uzun ve geniş bir araba bence gayet iyi
"
dacia-yorumlari,"
Dacia nın tek jip modeli olan araba
"
dacia-yorumlari,"
Ucuz araba tamam burası güzel ama teneke parçası fazla güvenemiyorum bu arabaya ben
"
dacia-yorumlari,"
Bence küçük taşımacılık yapanlar için ideal bir araba
"
dacia-yorumlari,"
Sade ve şık
"
dacia-yorumlari,"
Mavi bir görünüşüyle çok tatlı
"
dacia-yorumlari,"
Baya geniş bir araba
"
dacia-yorumlari,"
Bu araç dışardan güzel gözüküyor ama tabi nasıl konforlu mu rahat mı bilemem orasını
"
dacia-yorumlari,"
Araba çok sade ve güçsüz bana göre
"
dacia-yorumlari,"
Ticaret için kullanışlı ola bilir eyer böle arabaya zarar gelecek bir işte çalışıyorsan bu onun için 10 numara araba çünkü benim için bu araba çok önemli değil
"
dacia-yorumlari,"
Arabayı biraz daha geniş yapa bilirlerdi
"
dacia-yorumlari,"
Arabaya yakışan ve tam olan bi mavi renk var
"
dacia-yorumlari,"
Çok övülen bir araba değil ama yinede bilmiyorum alına bilir şirket arabası olarak falan
"
dacia-yorumlari,"
Yakıt tüketimi bence çok bu arabaya göre çok güçlü bir motoru da yok bence
"
dacia-yorumlari,"
Seri bir araba değil bi anda kolay kolay hızlanamassın
"
dacia-yorumlari,"
yakıtı çok değilmi?
"
dacia-yorumlari,"
Bence bu araba bu kadar etmez yani bana göre öğle bunun yerine berlingo alırım hem büyük hem konforlu
"
dacia-yorumlari,"
Dacianın bana göre güzel iki arabası var ve onalar dan biri de bu diğeride lodgy
"
dacia-yorumlari,"
Çok uzun araba cenaze arabası gibi bune böyle
"
dacia-yorumlari,"
Reklamlarda çıkıp duran araba ama uyuz oluyorum bu arabaya
"
dacia-yorumlari,"
İçi fazla rahat değil bana göre konforlu da değil ama gücü yönünden bişey söleyemem
"
dacia-yorumlari,"
Hiç tavsiye etmiyorum.Yokuş kalkış desteği var ama kullanamıyorsun.
"
dacia-yorumlari,"
Bu araba özellikle yakıt tasarrufu, donanımları ve kasası bakımından beni tatmin eden ticari araç. uzun yıllar kullanacağımı düşünüyorum.
"
dacia-yorumlari,"
Fransiz hastasi bi eleman gitti aldi bu arabayi.. 2013 yilinda carpisma testinden 3 yildiz araba alan aile arabasi. lan aileni bindireceksin buna.. hey gidi günler hey.
"
dacia-yorumlari,"
Bir arkadaşın ""türk esnafının yeni kartalı"" tanımı cuk diye tam oturan araç. Büyük beklentiler ile satın almazsanız memnun kalırsınız. Az yakar çok kaçar (lakin çok kaçması nispeten hafif bir kaportaya sahip olmasındandır)
"
dacia-yorumlari,"
Bu versyonu oldukça şık hoş görünümlü olmuş
"
dacia-yorumlari,"
Her gün araziye girdiğim için 4x4 olan versiyonunu almayı düşündüğüm araç. Tasarım, konfor ve güvenlik pek tatmin edici değil gibi duruyor fakat bu paralara az yakan, ucuz, servis ağı yaygın başka bir araç bulamadım. Fiyat performans olarak herkes öneriyor.
"
dacia-yorumlari,"
Bana göre güvensiz bir araç ve teneke parçasından ibaret
"
dacia-yorumlari,"
rahat geniş ve gösterişli
"
dacia-yorumlari,"
Yol tutuşu oldukça düşük.Fiyatı bile daha uygun olmalı bence.
"
dacia-yorumlari,"
Ticari alanda kullanmak için güzel bir araba hoş yani fiyatıda uygun ama biraz daha geniş olabilirdi
"
dacia-yorumlari,"
Dacia modelindeki en çok hoşuma giden araba bu tasarımı hoş en azından
"
dacia-yorumlari,"
Dacia da hep aynı tarz arabalar çıkarıyor arkadaş
"
dacia-yorumlari,"
Araba çok dayanıksız yüklenmeye gelmiyor ve hiç sağlam değil bu arabaya para bayılırsanız salaklık etmiş olursunuz sonra pişmalık duyarsınız piskolojiniz bozulur
"
dacia-yorumlari,"
Genelde arabalara beyaz yakışır ama bu arabaya beyaz yapışmış resmen
"
dacia-yorumlari,"
Bu dacia kesinlikle benim gözümde rezil bir yerde sağlamlık yok hoşnutluk yok
"
dacia-yorumlari,"
Bagaj kapasitesi renault kangoo ve fiat doblodan daha bol bir araç.
"
dacia-yorumlari,"
Yolda ve arazide çok iyi
"
dacia-yorumlari,"
En ideal araç
"
dacia-yorumlari,"
Aracın içi rahat geniş ve gösterişli.Dış görünüşü ise bence muhteşem olmuş.
"
dacia-yorumlari,"
Genişlik bakımından iyi hoş ama sevmiyorum bu arabayı
"
dacia-yorumlari,"
tam bir aile arabası cok ideal
"
dacia-yorumlari,"
Şimdi bu dacia yı sevende var sevmeyende bende sevmeyenler arasındayım güçlü değil bu daciaların arabaları bu benim kendi fikrim zaten fiyatlarınında düşüklüğünden anlaşılır. Ama dacianın en iyi modeli bu bence
"
dacia-yorumlari,"
Arabayı kendim kullandım arabayı hızlanmak istiyosun ama araba hızlanı vermiyor
"
dacia-yorumlari,"
Arabanın tasarımı çok sade göz alıcı bir tarafı yok görsel isteyenler bu arabadan kullanmaz herhalde şansını
"
dacia-yorumlari,"
Geniş ferah kullanışlı bir araç.
"
dacia-yorumlari,"
Dokkerin fiyatı gerçekten harika.
"
dacia-yorumlari,"
ben 2016 modelini laurent lok paket kullanıyorum çok çok memnunum dastırlara hastayım yakıtı çok az ev alıyorum diye satıyorum tl 05373146645
"
dacia-yorumlari,"
 Daha almadık araştırma aşamasındayız.
"
dacia-yorumlari,"
Test surusu yok.Yol bilgisayari kapali imis o zaman niye katologlarda var deniyor.
"
dacia-yorumlari,"
Çekici kaslı tasarımı ile modern bir hatcback olarak kendini ortaya koyuyor.
"
dacia-yorumlari,"
Araç güzel ve ekonomik görünüş olarakta şık
"
dacia-yorumlari,"
Çok sevdiğim bir abimin ""bavyera kaplanı"" dediği ve binlerce kilometre sorun etmeden dağda bayırda ormanda kumsalda otoyolda çilemizi çeken bir suv dur.
"
dacia-yorumlari,"
Yakıtından memnunum ses yalıtımı da fena değil.Orta sınıf için çok ideal.
"
